date,warehouse,region,part_name,customer_segment,weather,fuel_price,promotion_event,quantity_sold
2023-03-06,WM2,Midwest,wiper_blade,Fleet Maintenance Companies,Cool,3.13,0,33
2023-03-06,WM2,Midwest,wiper_blade,Distributors / Jobbers,Cool,3.13,0,25
2023-03-06,WM3,South,brake_pad_left,OEM Dealerships,Cool,3.13,0,18
2023-03-06,WM3,South,brake_pad_left,Fleet Maintenance Companies,Cool,3.13,0,20
2023-03-06,WM3,South,brake_pad_left,Distributors / Jobbers,Cool,3.13,0,19
2023-03-06,WM3,South,brake_pad_right,OEM Dealerships,Cool,3.13,0,20
2023-03-06,WM3,South,brake_pad_right,Fleet Maintenance Companies,Cool,3.13,0,21
2023-03-06,WM3,South,brake_pad_right,Distributors / Jobbers,Cool,3.13,0,16
2023-03-06,WM3,South,engine_oil_filter,OEM Dealerships,Cool,3.13,0,25
2023-03-06,WM3,South,engine_oil_filter,Fleet Maintenance Companies,Cool,3.13,0,30
2023-03-06,WM3,South,engine_oil_filter,Distributors / Jobbers,Cool,3.13,0,25
2023-03-06,WM3,South,fuel_filter,OEM Dealerships,Cool,3.13,0,13
2023-03-06,WM3,South,fuel_filter,Fleet Maintenance Companies,Cool,3.13,0,20
2023-03-06,WM3,South,fuel_filter,Distributors / Jobbers,Cool,3.13,0,19
2023-03-06,WM3,South,air_filter,OEM Dealerships,Cool,3.13,0,22
2023-03-06,WM3,South,air_filter,Fleet Maintenance Companies,Cool,3.13,0,19
2023-03-06,WM3,South,air_filter,Distributors / Jobbers,Cool,3.13,0,25
2023-03-06,WM3,South,wiper_blade,OEM Dealerships,Cool,3.13,0,23
2023-03-06,WM3,South,wiper_blade,Fleet Maintenance Companies,Cool,3.13,0,35
2023-03-06,WM3,South,wiper_blade,Distributors / Jobbers,Cool,3.13,0,34
2023-03-06,WM4,West,brake_pad_left,OEM Dealerships,Cool,3.13,0,22
2023-03-06,WM4,West,brake_pad_left,Fleet Maintenance Companies,Cool,3.13,0,26
2023-03-06,WM4,West,brake_pad_left,Distributors / Jobbers,Cool,3.13,0,17
2023-03-06,WM4,West,brake_pad_right,OEM Dealerships,Cool,3.13,0,15
2023-03-06,WM4,West,brake_pad_right,Fleet Maintenance Companies,Cool,3.13,0,20
2023-03-06,WM4,West,brake_pad_right,Distributors / Jobbers,Cool,3.13,0,18
2023-03-06,WM4,West,engine_oil_filter,OEM Dealerships,Cool,3.13,0,21
2023-03-06,WM4,West,engine_oil_filter,Fleet Maintenance Companies,Cool,3.13,0,24
2023-03-06,WM4,West,engine_oil_filter,Distributors / Jobbers,Cool,3.13,0,24
2023-03-06,WM4,West,fuel_filter,OEM Dealerships,Cool,3.13,0,18
2023-03-06,WM4,West,fuel_filter,Fleet Maintenance Companies,Cool,3.13,0,18
2023-03-06,WM4,West,fuel_filter,Distributors / Jobbers,Cool,3.13,0,21
2023-03-06,WM4,West,air_filter,OEM Dealerships,Cool,3.13,0,23
2023-03-06,WM4,West,air_filter,Fleet Maintenance Companies,Cool,3.13,0,25
2023-03-06,WM4,West,air_filter,Distributors / Jobbers,Cool,3.13,0,20
2023-03-06,WM4,West,wiper_blade,OEM Dealerships,Cool,3.13,0,32
2023-03-06,WM4,West,wiper_blade,Fleet Maintenance Companies,Cool,3.13,0,38
2023-03-06,WM4,West,wiper_blade,Distributors / Jobbers,Cool,3.13,0,30
2023-03-07,WM1,Northeast,brake_pad_left,OEM Dealerships,Cool,3.28,0,21
2023-03-07,WM1,Northeast,brake_pad_left,Fleet Maintenance Companies,Cool,3.28,0,19
2023-03-07,WM1,Northeast,brake_pad_left,Distributors / Jobbers,Cool,3.28,0,24
2023-03-07,WM1,Northeast,brake_pad_right,OEM Dealerships,Cool,3.28,0,17
2023-03-07,WM1,Northeast,brake_pad_right,Fleet Maintenance Companies,Cool,3.28,0,23
2023-03-07,WM1,Northeast,brake_pad_right,Distributors / Jobbers,Cool,3.28,0,18
2023-03-07,WM1,Northeast,engine_oil_filter,OEM Dealerships,Cool,3.28,0,21
2023-03-07,WM1,Northeast,engine_oil_filter,Fleet Maintenance Companies,Cool,3.28,0,26
2023-03-07,WM1,Northeast,engine_oil_filter,Distributors / Jobbers,Cool,3.28,0,28
2023-03-07,WM1,Northeast,fuel_filter,OEM Dealerships,Cool,3.28,0,15
2023-03-07,WM1,Northeast,fuel_filter,Fleet Maintenance Companies,Cool,3.28,0,21
2023-03-07,WM1,Northeast,fuel_filter,Distributors / Jobbers,Cool,3.28,0,15
2023-03-07,WM1,Northeast,air_filter,OEM Dealerships,Cool,3.28,0,20
2023-03-07,WM1,Northeast,air_filter,Fleet Maintenance Companies,Cool,3.28,0,21
2023-03-07,WM1,Northeast,air_filter,Distributors / Jobbers,Cool,3.28,0,23
2023-03-07,WM1,Northeast,wiper_blade,OEM Dealerships,Cool,3.28,0,31
2023-03-07,WM1,Northeast,wiper_blade,Fleet Maintenance Companies,Cool,3.28,0,39
2023-03-07,WM1,Northeast,wiper_blade,Distributors / Jobbers,Cool,3.28,0,36
2023-03-07,WM2,Midwest,brake_pad_left,OEM Dealerships,Cool,3.28,0,18
2023-03-07,WM2,Midwest,brake_pad_left,Fleet Maintenance Companies,Cool,3.28,0,19
2023-03-07,WM2,Midwest,brake_pad_left,Distributors / Jobbers,Cool,3.28,0,19
2023-03-07,WM2,Midwest,brake_pad_right,OEM Dealerships,Cool,3.28,0,21
2023-03-07,WM2,Midwest,brake_pad_right,Fleet Maintenance Companies,Cool,3.28,0,18
2023-03-07,WM2,Midwest,brake_pad_right,Distributors / Jobbers,Cool,3.28,0,16
2023-03-07,WM2,Midwest,engine_oil_filter,OEM Dealerships,Cool,3.28,0,25
2023-03-07,WM2,Midwest,engine_oil_filter,Fleet Maintenance Companies,Cool,3.28,0,30
2023-03-07,WM2,Midwest,engine_oil_filter,Distributors / Jobbers,Cool,3.28,0,24
2023-03-07,WM2,Midwest,fuel_filter,OEM Dealerships,Cool,3.28,0,18
2023-03-07,WM2,Midwest,fuel_filter,Fleet Maintenance Companies,Cool,3.28,0,20
2023-03-07,WM2,Midwest,fuel_filter,Distributors / Jobbers,Cool,3.28,0,22
2023-03-07,WM2,Midwest,air_filter,OEM Dealerships,Cool,3.28,0,24
2023-03-07,WM2,Midwest,air_filter,Fleet Maintenance Companies,Cool,3.28,0,20
2023-03-07,WM2,Midwest,air_filter,Distributors / Jobbers,Cool,3.28,0,19
2023-03-07,WM2,Midwest,wiper_blade,OEM Dealerships,Cool,3.28,0,25
2023-03-07,WM2,Midwest,wiper_blade,Fleet Maintenance Companies,Cool,3.28,0,29
2023-03-07,WM2,Midwest,wiper_blade,Distributors / Jobbers,Cool,3.28,0,28
2023-03-07,WM3,South,brake_pad_left,OEM Dealerships,Cool,3.28,0,15
2023-03-07,WM3,South,brake_pad_left,Fleet Maintenance Companies,Cool,3.28,0,25
2023-03-07,WM3,South,brake_pad_left,Distributors / Jobbers,Cool,3.28,0,22
2023-03-07,WM3,South,brake_pad_right,OEM Dealerships,Cool,3.28,0,22
2023-03-07,WM3,South,brake_pad_right,Fleet Maintenance Companies,Cool,3.28,0,21
2023-03-07,WM3,South,brake_pad_right,Distributors / Jobbers,Cool,3.28,0,21
2023-03-07,WM3,South,engine_oil_filter,OEM Dealerships,Cool,3.28,0,22
2023-03-07,WM3,South,engine_oil_filter,Fleet Maintenance Companies,Cool,3.28,0,30
2023-03-07,WM3,South,engine_oil_filter,Distributors / Jobbers,Cool,3.28,0,28
2023-03-07,WM3,South,fuel_filter,OEM Dealerships,Cool,3.28,0,19
2023-03-07,WM3,South,fuel_filter,Fleet Maintenance Companies,Cool,3.28,0,23
2023-03-07,WM3,South,fuel_filter,Distributors / Jobbers,Cool,3.28,0,16
2023-03-07,WM3,South,air_filter,OEM Dealerships,Cool,3.28,0,19
2023-03-07,WM3,South,air_filter,Fleet Maintenance Companies,Cool,3.28,0,25
2023-03-07,WM3,South,air_filter,Distributors / Jobbers,Cool,3.28,0,26
2023-03-07,WM3,South,wiper_blade,OEM Dealerships,Cool,3.28,0,27
2023-03-07,WM3,South,wiper_blade,Fleet Maintenance Companies,Cool,3.28,0,36
2023-03-07,WM3,South,wiper_blade,Distributors / Jobbers,Cool,3.28,0,30
2023-03-07,WM4,West,brake_pad_left,OEM Dealerships,Cool,3.28,0,18
2023-03-07,WM4,West,brake_pad_left,Fleet Maintenance Companies,Cool,3.28,0,22
2023-03-07,WM4,West,brake_pad_left,Distributors / Jobbers,Cool,3.28,0,23
2023-03-07,WM4,West,brake_pad_right,OEM Dealerships,Cool,3.28,0,18
2023-03-07,WM4,West,brake_pad_right,Fleet Maintenance Companies,Cool,3.28,0,22
2023-03-07,WM4,West,brake_pad_right,Distributors / Jobbers,Cool,3.28,0,22
2023-03-07,WM4,West,engine_oil_filter,OEM Dealerships,Cool,3.28,0,24
2023-03-07,WM4,West,engine_oil_filter,Fleet Maintenance Companies,Cool,3.28,0,32
2023-03-07,WM4,West,engine_oil_filter,Distributors / Jobbers,Cool,3.28,0,31
2023-03-07,WM4,West,fuel_filter,OEM Dealerships,Cool,3.28,0,17
2023-03-07,WM4,West,fuel_filter,Fleet Maintenance Companies,Cool,3.28,0,16
2023-03-07,WM4,West,fuel_filter,Distributors / Jobbers,Cool,3.28,0,16
2023-03-07,WM4,West,air_filter,OEM Dealerships,Cool,3.28,0,19
2023-03-07,WM4,West,air_filter,Fleet Maintenance Companies,Cool,3.28,0,20
2023-03-07,WM4,West,air_filter,Distributors / Jobbers,Cool,3.28,0,20
2023-03-07,WM4,West,wiper_blade,OEM Dealerships,Cool,3.28,0,26
2023-03-07,WM4,West,wiper_blade,Fleet Maintenance Companies,Cool,3.28,0,37
2023-03-07,WM4,West,wiper_blade,Distributors / Jobbers,Cool,3.28,0,31
2023-03-08,WM1,Northeast,brake_pad_left,OEM Dealerships,Cool,3.32,0,17
2023-03-08,WM1,Northeast,brake_pad_left,Fleet Maintenance Companies,Cool,3.32,0,26
2023-03-08,WM1,Northeast,brake_pad_left,Distributors / Jobbers,Cool,3.32,0,19
2023-03-08,WM1,Northeast,brake_pad_right,OEM Dealerships,Cool,3.32,0,15
2023-03-08,WM1,Northeast,brake_pad_right,Fleet Maintenance Companies,Cool,3.32,0,20
2023-03-08,WM1,Northeast,brake_pad_right,Distributors / Jobbers,Cool,3.32,0,18
2023-03-08,WM1,Northeast,engine_oil_filter,OEM Dealerships,Cool,3.32,0,19
2023-03-08,WM1,Northeast,engine_oil_filter,Fleet Maintenance Companies,Cool,3.32,0,26
2023-03-08,WM1,Northeast,engine_oil_filter,Distributors / Jobbers,Cool,3.32,0,30
2023-03-08,WM1,Northeast,fuel_filter,OEM Dealerships,Cool,3.32,0,14
2023-03-08,WM1,Northeast,fuel_filter,Fleet Maintenance Companies,Cool,3.32,0,18
2023-03-08,WM1,Northeast,fuel_filter,Distributors / Jobbers,Cool,3.32,0,21
2023-03-08,WM1,Northeast,air_filter,OEM Dealerships,Cool,3.32,0,18
2023-03-08,WM1,Northeast,air_filter,Fleet Maintenance Companies,Cool,3.32,0,24
2023-03-08,WM1,Northeast,air_filter,Distributors / Jobbers,Cool,3.32,0,18
2023-03-08,WM1,Northeast,wiper_blade,OEM Dealerships,Cool,3.32,0,33
2023-03-08,WM1,Northeast,wiper_blade,Fleet Maintenance Companies,Cool,3.32,0,32
2023-03-08,WM1,Northeast,wiper_blade,Distributors / Jobbers,Cool,3.32,0,31
2023-03-08,WM2,Midwest,brake_pad_left,OEM Dealerships,Cool,3.32,0,16
2023-03-08,WM2,Midwest,brake_pad_left,Fleet Maintenance Companies,Cool,3.32,0,24
2023-03-08,WM2,Midwest,brake_pad_left,Distributors / Jobbers,Cool,3.32,0,20
2023-03-08,WM2,Midwest,brake_pad_right,OEM Dealerships,Cool,3.32,0,18
2023-03-08,WM2,Midwest,brake_pad_right,Fleet Maintenance Companies,Cool,3.32,0,26
2023-03-08,WM2,Midwest,brake_pad_right,Distributors / Jobbers,Cool,3.32,0,18
2023-03-08,WM2,Midwest,engine_oil_filter,OEM Dealerships,Cool,3.32,0,22
2023-03-08,WM2,Midwest,engine_oil_filter,Fleet Maintenance Companies,Cool,3.32,0,26
2023-03-08,WM2,Midwest,engine_oil_filter,Distributors / Jobbers,Cool,3.32,0,21
2023-03-08,WM2,Midwest,fuel_filter,OEM Dealerships,Cool,3.32,0,17
2023-03-08,WM2,Midwest,fuel_filter,Fleet Maintenance Companies,Cool,3.32,0,21
2023-03-08,WM2,Midwest,fuel_filter,Distributors / Jobbers,Cool,3.32,0,16
2023-03-08,WM2,Midwest,air_filter,OEM Dealerships,Cool,3.32,0,22
2023-03-08,WM2,Midwest,air_filter,Fleet Maintenance Companies,Cool,3.32,0,27
2023-03-08,WM2,Midwest,air_filter,Distributors / Jobbers,Cool,3.32,0,20
2023-03-08,WM2,Midwest,wiper_blade,OEM Dealerships,Cool,3.32,0,28
2023-03-08,WM2,Midwest,wiper_blade,Fleet Maintenance Companies,Cool,3.32,0,28
2023-03-08,WM2,Midwest,wiper_blade,Distributors / Jobbers,Cool,3.32,0,32
2023-03-08,WM3,South,brake_pad_left,OEM Dealerships,Cool,3.32,0,22
2023-03-08,WM3,South,brake_pad_left,Fleet Maintenance Companies,Cool,3.32,0,23
2023-03-08,WM3,South,brake_pad_left,Distributors / Jobbers,Cool,3.32,0,23
2023-03-08,WM3,South,brake_pad_right,OEM Dealerships,Cool,3.32,0,19
2023-03-08,WM3,South,brake_pad_right,Fleet Maintenance Companies,Cool,3.32,0,19
2023-03-08,WM3,South,brake_pad_right,Distributors / Jobbers,Cool,3.32,0,19
2023-03-08,WM3,South,engine_oil_filter,OEM Dealerships,Cool,3.32,0,25
2023-03-08,WM3,South,engine_oil_filter,Fleet Maintenance Companies,Cool,3.32,0,29
2023-03-08,WM3,South,engine_oil_filter,Distributors / Jobbers,Cool,3.32,0,20
2023-03-08,WM3,South,fuel_filter,OEM Dealerships,Cool,3.32,0,17
2023-03-08,WM3,South,fuel_filter,Fleet Maintenance Companies,Cool,3.32,0,19
2023-03-08,WM3,South,fuel_filter,Distributors / Jobbers,Cool,3.32,0,18
2023-03-08,WM3,South,air_filter,OEM Dealerships,Cool,3.32,0,21
2023-03-08,WM3,South,air_filter,Fleet Maintenance Companies,Cool,3.32,0,19
2023-03-08,WM3,South,air_filter,Distributors / Jobbers,Cool,3.32,0,22
2023-03-08,WM3,South,wiper_blade,OEM Dealerships,Cool,3.32,0,33
2023-03-08,WM3,South,wiper_blade,Fleet Maintenance Companies,Cool,3.32,0,29
2023-03-08,WM3,South,wiper_blade,Distributors / Jobbers,Cool,3.32,0,27
2023-03-08,WM4,West,brake_pad_left,OEM Dealerships,Cool,3.32,0,17
2023-03-08,WM4,West,brake_pad_left,Fleet Maintenance Companies,Cool,3.32,0,19
2023-03-08,WM4,West,brake_pad_left,Distributors / Jobbers,Cool,3.32,0,19
2023-03-08,WM4,West,brake_pad_right,OEM Dealerships,Cool,3.32,0,18
2023-03-08,WM4,West,brake_pad_right,Fleet Maintenance Companies,Cool,3.32,0,21
2023-03-08,WM4,West,brake_pad_right,Distributors / Jobbers,Cool,3.32,0,22
2023-03-08,WM4,West,engine_oil_filter,OEM Dealerships,Cool,3.32,0,20
2023-03-08,WM4,West,engine_oil_filter,Fleet Maintenance Companies,Cool,3.32,0,32
2023-03-08,WM4,West,engine_oil_filter,Distributors / Jobbers,Cool,3.32,0,29
2023-03-08,WM4,West,fuel_filter,OEM Dealerships,Cool,3.32,0,20
2023-03-08,WM4,West,fuel_filter,Fleet Maintenance Companies,Cool,3.32,0,18
2023-03-08,WM4,West,fuel_filter,Distributors / Jobbers,Cool,3.32,0,21
2023-03-08,WM4,West,air_filter,OEM Dealerships,Cool,3.32,0,22
2023-03-08,WM4,West,air_filter,Fleet Maintenance Companies,Cool,3.32,0,28
2023-03-08,WM4,West,air_filter,Distributors / Jobbers,Cool,3.32,0,25
2023-03-08,WM4,West,wiper_blade,OEM Dealerships,Cool,3.32,0,27
2023-03-08,WM4,West,wiper_blade,Fleet Maintenance Companies,Cool,3.32,0,36
2023-03-08,WM4,West,wiper_blade,Distributors / Jobbers,Cool,3.32,0,34
2023-03-09,WM1,Northeast,brake_pad_left,OEM Dealerships,Cool,3.21,0,19
2023-03-09,WM1,Northeast,brake_pad_left,Fleet Maintenance Companies,Cool,3.21,0,21
2023-03-09,WM1,Northeast,brake_pad_left,Distributors / Jobbers,Cool,3.21,0,19
2023-03-09,WM1,Northeast,brake_pad_right,OEM Dealerships,Cool,3.21,0,19
2023-03-09,WM1,Northeast,brake_pad_right,Fleet Maintenance Companies,Cool,3.21,0,24
2023-03-09,WM1,Northeast,brake_pad_right,Distributors / Jobbers,Cool,3.21,0,21
2023-03-09,WM1,Northeast,engine_oil_filter,OEM Dealerships,Cool,3.21,0,27
2023-03-09,WM1,Northeast,engine_oil_filter,Fleet Maintenance Companies,Cool,3.21,0,32
2023-03-09,WM1,Northeast,engine_oil_filter,Distributors / Jobbers,Cool,3.21,0,27
2023-03-09,WM1,Northeast,fuel_filter,OEM Dealerships,Cool,3.21,0,18
2023-03-09,WM1,Northeast,fuel_filter,Fleet Maintenance Companies,Cool,3.21,0,20
2023-03-09,WM1,Northeast,fuel_filter,Distributors / Jobbers,Cool,3.21,0,21
2023-03-09,WM1,Northeast,air_filter,OEM Dealerships,Cool,3.21,0,23
2023-03-09,WM1,Northeast,air_filter,Fleet Maintenance Companies,Cool,3.21,0,23
2023-03-09,WM1,Northeast,air_filter,Distributors / Jobbers,Cool,3.21,0,21
2023-03-09,WM1,Northeast,wiper_blade,OEM Dealerships,Cool,3.21,0,26
2023-03-09,WM1,Northeast,wiper_blade,Fleet Maintenance Companies,Cool,3.21,0,33
2023-03-09,WM1,Northeast,wiper_blade,Distributors / Jobbers,Cool,3.21,0,29
2023-03-09,WM2,Midwest,brake_pad_left,OEM Dealerships,Cool,3.21,0,18
2023-03-09,WM2,Midwest,brake_pad_left,Fleet Maintenance Companies,Cool,3.21,0,19
2023-03-09,WM2,Midwest,brake_pad_left,Distributors / Jobbers,Cool,3.21,0,18
2023-03-09,WM2,Midwest,brake_pad_right,OEM Dealerships,Cool,3.21,0,15
2023-03-09,WM2,Midwest,brake_pad_right,Fleet Maintenance Companies,Cool,3.21,0,20
2023-03-09,WM2,Midwest,brake_pad_right,Distributors / Jobbers,Cool,3.21,0,23
2023-03-09,WM2,Midwest,engine_oil_filter,OEM Dealerships,Cool,3.21,0,22
2023-03-09,WM2,Midwest,engine_oil_filter,Fleet Maintenance Companies,Cool,3.21,0,30
2023-03-09,WM2,Midwest,engine_oil_filter,Distributors / Jobbers,Cool,3.21,0,27
2023-03-09,WM2,Midwest,fuel_filter,OEM Dealerships,Cool,3.21,0,19
2023-03-09,WM2,Midwest,fuel_filter,Fleet Maintenance Companies,Cool,3.21,0,20
2023-03-09,WM2,Midwest,fuel_filter,Distributors / Jobbers,Cool,3.21,0,20
2023-03-09,WM2,Midwest,air_filter,OEM Dealerships,Cool,3.21,0,21
2023-03-09,WM2,Midwest,air_filter,Fleet Maintenance Companies,Cool,3.21,0,24
2023-03-09,WM2,Midwest,air_filter,Distributors / Jobbers,Cool,3.21,0,20
2023-03-09,WM2,Midwest,wiper_blade,OEM Dealerships,Cool,3.21,0,33
2023-03-09,WM2,Midwest,wiper_blade,Fleet Maintenance Companies,Cool,3.21,0,29
2023-03-09,WM2,Midwest,wiper_blade,Distributors / Jobbers,Cool,3.21,0,36
2023-03-09,WM3,South,brake_pad_left,OEM Dealerships,Cool,3.21,0,22
2023-03-09,WM3,South,brake_pad_left,Fleet Maintenance Companies,Cool,3.21,0,26
2023-03-09,WM3,South,brake_pad_left,Distributors / Jobbers,Cool,3.21,0,22
2023-03-09,WM3,South,brake_pad_right,OEM Dealerships,Cool,3.21,0,22
2023-03-09,WM3,South,brake_pad_right,Fleet Maintenance Companies,Cool,3.21,0,25
2023-03-09,WM3,South,brake_pad_right,Distributors / Jobbers,Cool,3.21,0,19
2023-03-09,WM3,South,engine_oil_filter,OEM Dealerships,Cool,3.21,0,25
2023-03-09,WM3,South,engine_oil_filter,Fleet Maintenance Companies,Cool,3.21,0,26
2023-03-09,WM3,South,engine_oil_filter,Distributors / Jobbers,Cool,3.21,0,23
2023-03-09,WM3,South,fuel_filter,OEM Dealerships,Cool,3.21,0,18
2023-03-09,WM3,South,fuel_filter,Fleet Maintenance Companies,Cool,3.21,0,18
2023-03-09,WM3,South,fuel_filter,Distributors / Jobbers,Cool,3.21,0,16
2023-03-09,WM3,South,air_filter,OEM Dealerships,Cool,3.21,0,18
2023-03-09,WM3,South,air_filter,Fleet Maintenance Companies,Cool,3.21,0,28
2023-03-09,WM3,South,air_filter,Distributors / Jobbers,Cool,3.21,0,19
2023-03-09,WM3,South,wiper_blade,OEM Dealerships,Cool,3.21,0,29
2023-03-09,WM3,South,wiper_blade,Fleet Maintenance Companies,Cool,3.21,0,37
2023-03-09,WM3,South,wiper_blade,Distributors / Jobbers,Cool,3.21,0,26
2023-03-09,WM4,West,brake_pad_left,OEM Dealerships,Cool,3.21,0,16
2023-03-09,WM4,West,brake_pad_left,Fleet Maintenance Companies,Cool,3.21,0,23
2023-03-09,WM4,West,brake_pad_left,Distributors / Jobbers,Cool,3.21,0,22
2023-03-09,WM4,West,brake_pad_right,OEM Dealerships,Cool,3.21,0,16
2023-03-09,WM4,West,brake_pad_right,Fleet Maintenance Companies,Cool,3.21,0,25
2023-03-09,WM4,West,brake_pad_right,Distributors / Jobbers,Cool,3.21,0,18
2023-03-09,WM4,West,engine_oil_filter,OEM Dealerships,Cool,3.21,0,21
2023-03-09,WM4,West,engine_oil_filter,Fleet Maintenance Companies,Cool,3.21,0,25
2023-03-09,WM4,West,engine_oil_filter,Distributors / Jobbers,Cool,3.21,0,22
2023-03-09,WM4,West,fuel_filter,OEM Dealerships,Cool,3.21,0,17
2023-03-09,WM4,West,fuel_filter,Fleet Maintenance Companies,Cool,3.21,0,21
2023-03-09,WM4,West,fuel_filter,Distributors / Jobbers,Cool,3.21,0,18
2023-03-09,WM4,West,air_filter,OEM Dealerships,Cool,3.21,0,23
2023-03-09,WM4,West,air_filter,Fleet Maintenance Companies,Cool,3.21,0,25
2023-03-09,WM4,West,air_filter,Distributors / Jobbers,Cool,3.21,0,18
2023-03-09,WM4,West,wiper_blade,OEM Dealerships,Cool,3.21,0,27
2023-03-09,WM4,West,wiper_blade,Fleet Maintenance Companies,Cool,3.21,0,36
2023-03-09,WM4,West,wiper_blade,Distributors / Jobbers,Cool,3.21,0,32
2023-03-10,WM1,Northeast,brake_pad_left,OEM Dealerships,Cool,3.33,0,18
2023-03-10,WM1,Northeast,brake_pad_left,Fleet Maintenance Companies,Cool,3.33,0,24
2023-03-10,WM1,Northeast,brake_pad_left,Distributors / Jobbers,Cool,3.33,0,23
2023-03-10,WM1,Northeast,brake_pad_right,OEM Dealerships,Cool,3.33,0,22
2023-03-10,WM1,Northeast,brake_pad_right,Fleet Maintenance Companies,Cool,3.33,0,18
2023-03-10,WM1,Northeast,brake_pad_right,Distributors / Jobbers,Cool,3.33,0,21
2023-03-10,WM1,Northeast,engine_oil_filter,OEM Dealerships,Cool,3.33,0,23
2023-03-10,WM1,Northeast,engine_oil_filter,Fleet Maintenance Companies,Cool,3.33,0,28
2023-03-10,WM1,Northeast,engine_oil_filter,Distributors / Jobbers,Cool,3.33,0,27
2023-03-10,WM1,Northeast,fuel_filter,OEM Dealerships,Cool,3.33,0,16
2023-03-10,WM1,Northeast,fuel_filter,Fleet Maintenance Companies,Cool,3.33,0,20
2023-03-10,WM1,Northeast,fuel_filter,Distributors / Jobbers,Cool,3.33,0,21
2023-03-10,WM1,Northeast,air_filter,OEM Dealerships,Cool,3.33,0,19
2023-03-10,WM1,Northeast,air_filter,Fleet Maintenance Companies,Cool,3.33,0,20
2023-03-10,WM1,Northeast,air_filter,Distributors / Jobbers,Cool,3.33,0,18
2023-03-10,WM1,Northeast,wiper_blade,OEM Dealerships,Cool,3.33,0,26
2023-03-10,WM1,Northeast,wiper_blade,Fleet Maintenance Companies,Cool,3.33,0,39
2023-03-10,WM1,Northeast,wiper_blade,Distributors / Jobbers,Cool,3.33,0,30
2023-03-10,WM2,Midwest,brake_pad_left,OEM Dealerships,Cool,3.33,0,20
2023-03-10,WM2,Midwest,brake_pad_left,Fleet Maintenance Companies,Cool,3.33,0,26
2023-03-10,WM2,Midwest,brake_pad_left,Distributors / Jobbers,Cool,3.33,0,19
2023-03-10,WM2,Midwest,brake_pad_right,OEM Dealerships,Cool,3.33,0,22
2023-03-10,WM2,Midwest,brake_pad_right,Fleet Maintenance Companies,Cool,3.33,0,25
2023-03-10,WM2,Midwest,brake_pad_right,Distributors / Jobbers,Cool,3.33,0,21
2023-03-10,WM2,Midwest,engine_oil_filter,OEM Dealerships,Cool,3.33,0,19
2023-03-10,WM2,Midwest,engine_oil_filter,Fleet Maintenance Companies,Cool,3.33,0,22
2023-03-10,WM2,Midwest,engine_oil_filter,Distributors / Jobbers,Cool,3.33,0,29
2023-03-10,WM2,Midwest,fuel_filter,OEM Dealerships,Cool,3.33,0,14
2023-03-10,WM2,Midwest,fuel_filter,Fleet Maintenance Companies,Cool,3.33,0,23
2023-03-10,WM2,Midwest,fuel_filter,Distributors / Jobbers,Cool,3.33,0,16
2023-03-10,WM2,Midwest,air_filter,OEM Dealerships,Cool,3.33,0,23
2023-03-10,WM2,Midwest,air_filter,Fleet Maintenance Companies,Cool,3.33,0,20
2023-03-10,WM2,Midwest,air_filter,Distributors / Jobbers,Cool,3.33,0,20
2023-03-10,WM2,Midwest,wiper_blade,OEM Dealerships,Cool,3.33,0,29
2023-03-10,WM2,Midwest,wiper_blade,Fleet Maintenance Companies,Cool,3.33,0,33
2023-03-10,WM2,Midwest,wiper_blade,Distributors / Jobbers,Cool,3.33,0,30
2023-03-10,WM3,South,brake_pad_left,OEM Dealerships,Cool,3.33,0,16
2023-03-10,WM3,South,brake_pad_left,Fleet Maintenance Companies,Cool,3.33,0,19
2023-03-10,WM3,South,brake_pad_left,Distributors / Jobbers,Cool,3.33,0,17
2023-03-10,WM3,South,brake_pad_right,OEM Dealerships,Cool,3.33,0,23
2023-03-10,WM3,South,brake_pad_right,Fleet Maintenance Companies,Cool,3.33,0,22
2023-03-10,WM3,South,brake_pad_right,Distributors / Jobbers,Cool,3.33,0,16
2023-03-10,WM3,South,engine_oil_filter,OEM Dealerships,Cool,3.33,0,27
2023-03-10,WM3,South,engine_oil_filter,Fleet Maintenance Companies,Cool,3.33,0,23
2023-03-10,WM3,South,engine_oil_filter,Distributors / Jobbers,Cool,3.33,0,29
2023-03-10,WM3,South,fuel_filter,OEM Dealerships,Cool,3.33,0,20
2023-03-10,WM3,South,fuel_filter,Fleet Maintenance Companies,Cool,3.33,0,19
2023-03-10,WM3,South,fuel_filter,Distributors / Jobbers,Cool,3.33,0,18
2023-03-10,WM3,South,air_filter,OEM Dealerships,Cool,3.33,0,22
2023-03-10,WM3,South,air_filter,Fleet Maintenance Companies,Cool,3.33,0,19
2023-03-10,WM3,South,air_filter,Distributors / Jobbers,Cool,3.33,0,21
2023-03-10,WM3,South,wiper_blade,OEM Dealerships,Cool,3.33,0,26
2023-03-10,WM3,South,wiper_blade,Fleet Maintenance Companies,Cool,3.33,0,30
2023-03-10,WM3,South,wiper_blade,Distributors / Jobbers,Cool,3.33,0,37
2023-03-10,WM4,West,brake_pad_left,OEM Dealerships,Cool,3.33,0,15
2023-03-10,WM4,West,brake_pad_left,Fleet Maintenance Companies,Cool,3.33,0,18
2023-03-10,WM4,West,brake_pad_left,Distributors / Jobbers,Cool,3.33,0,18
